ethn..oa_id,ethn..proportion_of_oa_within_co_m_boundary,ethn..total_persons,ethn..white,ethn..white_gypsy_or_irish_traveller,ethn..mixed_multiple_ethnic_group,ethn..asian_asian_british_indian,ethn..asian_asian_british_pakistani,ethn..asian_asian_british_bangladeshi,ethn..asian_asian_british_chinese,ethn..asian_asian_british_other_asian,ethn..black_african_caribbean_black_british,ethn..other_ethnic_group_any_other_ethnic_group,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00094937,0.99999999999670797,114,105,0,1,0,0,0,4,2,1,1,105,1,6,1,1
S00094938,0.99999999999945099,167,167,0,0,0,0,0,0,0,0,0,167,0,0,0,0
S00094939,1.00000000003776,96,95,0,0,1,0,0,0,0,0,0,95,0,1,0,0
S00094967,2.0277032776610401E-2,102,101,0,0,0,0,0,0,0,1,0,101,1,0,0,0
S00094971,4.5947723364959801E-2,106,102,0,4,0,0,0,0,0,0,0,102,0,0,4,0
S00094980,0.99999999999875799,94,90,0,2,1,0,0,0,1,0,0,90,0,2,2,0
S00094981,1.0000000000000699,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00094982,1.00000000000554,161,160,0,0,0,0,0,0,0,1,0,160,1,0,0,0
S00094984,0.92564334949592397,118,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0
S00094985,0.58809536390831896,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00094986,0.86275354151536798,55,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0
S00094987,0.92373890804341596,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00094988,0.99999999998828604,60,59,0,1,0,0,0,0,0,0,0,59,0,0,1,0
S00094989,0.48253368851370299,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00094990,0.84739400438577095,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00094991,1.0000000000003499,110,105,0,0,0,5,0,0,0,0,0,105,0,5,0,0
S00094992,1.0000000000195099,65,61,0,0,0,0,0,0,0,4,0,61,4,0,0,0
S00094993,0.99999999999956501,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00094994,0.999999999999719,98,97,1,0,0,0,0,0,0,0,0,98,0,0,0,0
S00094995,0.99999999999780997,104,103,0,0,0,1,0,0,0,0,0,103,0,1,0,0
S00094996,0.99999999999838296,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00094997,0.89608127469284604,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00094998,0.72431586803607995,139,133,1,0,0,0,0,0,0,0,5,134,0,0,0,5
S00094999,0.99999999998083799,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00095001,3.8514781635597399E-2,122,121,0,0,0,0,0,0,0,0,1,121,0,0,0,1
S00095003,0.67093072690560496,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00095004,0.99999999999994804,81,80,0,0,0,0,0,1,0,0,0,80,0,1,0,0
S00095005,0.99999999999929301,81,77,0,0,0,0,0,0,3,1,0,77,1,3,0,0
S00095006,1.00000000000051,150,150,0,0,0,0,0,0,0,0,0,150,0,0,0,0
S00095007,0.99999999998831701,109,107,0,0,0,0,0,0,2,0,0,107,0,2,0,0
S00095008,1.0000000000004099,59,58,0,0,0,0,0,0,0,1,0,58,1,0,0,0
S00095011,0.27387977526472002,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00095012,4.9044870445677097E-2,118,117,1,0,0,0,0,0,0,0,0,118,0,0,0,0
S00095014,8.6039263746718594E-2,82,79,0,3,0,0,0,0,0,0,0,79,0,0,3,0
S00095022,0.14760473846382699,149,148,0,0,0,0,0,0,0,1,0,148,1,0,0,0
S00095046,0.99999999999036504,131,129,0,0,0,0,0,0,2,0,0,129,0,2,0,0
S00095047,0.99999999974193499,75,73,0,1,0,0,0,0,1,0,0,73,0,1,1,0
S00095048,0.99999999999512001,124,122,0,0,1,0,0,0,0,0,1,122,0,1,0,1
S00095049,1.0000000000001199,70,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0
S00095050,0.99999999998952305,70,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0
S00095051,1.0000000000068701,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00095052,0.99999999999770095,110,106,0,0,0,0,4,0,0,0,0,106,0,4,0,0
S00095053,1.00000000000941,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095054,1.0000000000010401,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00095055,1.00000000007644,150,149,1,0,0,0,0,0,0,0,0,150,0,0,0,0
S00095056,0.99999999995598698,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00095057,1.0000000000123499,113,111,0,2,0,0,0,0,0,0,0,111,0,0,2,0
S00095058,0.99999999999869105,153,152,0,0,0,0,0,0,1,0,0,152,0,1,0,0
S00095059,1.0000000000020599,158,156,0,1,0,0,0,0,0,1,0,156,1,0,1,0
S00095060,1.00000000000084,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00095061,1.0000000000005,142,141,0,0,0,1,0,0,0,0,0,141,0,1,0,0
S00095062,1.00000000002195,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00095063,1.0000000000507101,88,86,0,2,0,0,0,0,0,0,0,86,0,0,2,0
S00095064,0.99999999999075495,146,145,1,0,0,0,0,0,0,0,0,146,0,0,0,0
S00095065,1.0000000000031599,148,144,2,0,0,0,0,0,0,2,0,146,2,0,0,0
S00095066,1.00000000000221,159,157,0,2,0,0,0,0,0,0,0,157,0,0,2,0
S00095067,0.99999999999582301,103,102,0,0,0,0,0,0,0,1,0,102,1,0,0,0
S00095068,1.00000000000115,101,96,0,0,0,0,0,0,0,5,0,96,5,0,0,0
S00095069,1.0000000000018801,145,141,0,0,0,0,0,2,2,0,0,141,0,4,0,0
S00095070,1.0000000000046101,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00095071,1.00000000001522,123,122,0,0,0,0,0,0,1,0,0,122,0,1,0,0
S00095072,1.0000000000028599,96,93,0,0,0,0,0,0,0,3,0,93,3,0,0,0
S00095073,0.99999999995060995,104,99,0,0,0,0,0,0,0,0,5,99,0,0,0,5
S00095074,0.99999999999894196,53,53,0,0,0,0,0,0,0,0,0,53,0,0,0,0
S00095075,0.99999999999069,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095076,1.0000000000353499,61,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0
S00095077,0.99999999999439504,116,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0
S00095078,1.0000000000040601,126,123,0,1,0,0,0,1,0,1,0,123,1,1,1,0
S00095079,1.00000000000192,116,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0
S00095080,0.99999999998748501,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00095081,0.99999999999865996,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00095082,1.0000000000060201,97,96,0,0,0,0,0,0,1,0,0,96,0,1,0,0
S00095083,0.99999999999627198,148,146,0,1,0,0,0,0,1,0,0,146,0,1,1,0
S00095084,1.00000000000034,98,94,1,1,0,0,0,1,0,1,0,95,1,1,1,0
S00095085,1.0000000000048099,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00095086,0.99999999999954303,207,198,0,6,0,0,0,0,2,0,1,198,0,2,6,1
S00095087,0.99999999999787204,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00095088,1.00000000002806,89,88,0,0,0,0,0,1,0,0,0,88,0,1,0,0
S00095089,0.99999999999929301,122,118,0,3,0,0,0,1,0,0,0,118,0,1,3,0
S00095090,1.00000000084125,109,107,0,2,0,0,0,0,0,0,0,107,0,0,2,0
S00095091,1.0000000000320399,168,168,0,0,0,0,0,0,0,0,0,168,0,0,0,0
S00095092,1.00000000000079,121,120,0,0,0,0,0,0,0,1,0,120,1,0,0,0
S00095093,1.00000000000083,185,185,0,0,0,0,0,0,0,0,0,185,0,0,0,0
S00095094,1.00000000039591,143,143,0,0,0,0,0,0,0,0,0,143,0,0,0,0
S00095095,1.0000000000135401,109,107,0,0,0,0,1,0,1,0,0,107,0,2,0,0
S00095096,1.00000000002784,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00095097,0.99999999802636996,54,46,0,0,0,4,0,4,0,0,0,46,0,8,0,0
S00095098,0.99999999999251998,61,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0
S00095099,0.99999999999617695,71,70,0,0,0,0,0,0,0,0,1,70,0,0,0,1
S00095100,0.99999999999840605,161,159,0,1,0,0,0,1,0,0,0,159,0,1,1,0
S00095101,1.0000000002232901,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00095102,0.99999999997498701,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00095103,0.99999999998853895,139,138,0,0,0,0,0,0,1,0,0,138,0,1,0,0
S00095104,1.0000000000012701,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00095105,1.0000000000003499,107,106,0,0,0,1,0,0,0,0,0,106,0,1,0,0
S00095106,0.99999999998590305,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00095107,1.00000000001256,72,71,0,1,0,0,0,0,0,0,0,71,0,0,1,0
S00095108,0.999999999995419,100,99,0,0,0,0,0,0,1,0,0,99,0,1,0,0
S00095109,1.0000000000096601,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00095110,0.99999999999260603,81,81,0,0,0,0,0,0,0,0,0,81,0,0,0,0
S00095111,1.0000000000103599,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00095112,1.00000000000227,52,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0
S00095113,1.0000000000001501,142,141,0,0,0,0,0,1,0,0,0,141,0,1,0,0
S00095114,1.0000000000042299,73,73,0,0,0,0,0,0,0,0,0,73,0,0,0,0
S00095115,0.99999999998967903,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00095116,0.99999999999105904,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00095117,1.0000000000754199,134,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0
S00095118,1.0000000000440501,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095119,0.99999999987941302,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00095120,0.99999999999892997,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00095121,1.0000000000083999,134,131,0,0,0,0,0,0,3,0,0,131,0,3,0,0
S00095122,1.0000000000003799,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0
S00095123,1.0000000000103599,165,165,0,0,0,0,0,0,0,0,0,165,0,0,0,0
S00095124,0.99999999999438405,106,105,1,0,0,0,0,0,0,0,0,106,0,0,0,0
S00095125,0.99999999998998601,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00095126,1.0000000000006899,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00095127,0.99999999999018996,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00095128,0.99999999996626898,178,178,0,0,0,0,0,0,0,0,0,178,0,0,0,0
S00095129,1.0000000000003999,79,78,1,0,0,0,0,0,0,0,0,79,0,0,0,0
S00095130,0.99999999999991995,154,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0
S00095131,1.0000000000003499,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00095132,1.00000000000277,166,163,0,0,0,1,0,2,0,0,0,163,0,3,0,0
S00095133,0.99999999998650801,135,134,0,0,0,0,0,0,0,1,0,134,1,0,0,0
S00095134,1.00000000000694,167,166,0,0,0,1,0,0,0,0,0,166,0,1,0,0
S00095135,1.0000000000043801,114,114,0,0,0,0,0,0,0,0,0,114,0,0,0,0
S00095136,1.00000000000333,59,57,0,0,0,0,0,2,0,0,0,57,0,2,0,0
S00095137,1.00000000000331,88,87,0,0,0,0,0,0,0,0,1,87,0,0,0,1
S00095138,0.99999999999970202,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00095139,1.0000000001893701,109,100,0,2,0,0,0,0,0,1,6,100,1,0,2,6
S00095140,1.0000000000012099,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00095141,0.99999999999843303,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0
S00095142,0.99999999997199795,92,89,0,0,0,0,0,0,0,0,3,89,0,0,0,3
S00095143,1.0000000000018201,73,72,0,0,0,1,0,0,0,0,0,72,0,1,0,0
S00095144,0.99999999997282596,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00095145,0.99999999999971301,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00095146,1.0000000000034801,64,63,0,0,0,0,0,0,0,0,1,63,0,0,0,1
S00095147,0.99999999994140898,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00095148,1.00000000000279,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00095149,0.99999999998917899,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00095150,0.99999999999048805,95,92,0,2,0,0,0,1,0,0,0,92,0,1,2,0
S00095151,1.00000000001335,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00095152,1.0000000046059601,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00095184,0.99999999999429801,80,76,0,0,4,0,0,0,0,0,0,76,0,4,0,0
S00095185,1.0000000000442999,79,73,0,1,0,0,0,5,0,0,0,73,0,5,1,0
S00095186,1.00000000004673,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00095187,1.00000000000534,98,90,0,3,2,0,0,0,0,2,1,90,2,2,3,1
S00095188,1.00000000000359,85,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0
S00095189,1.0000000000071601,115,104,0,6,0,0,0,0,3,1,1,104,1,3,6,1
S00095190,0.99999999999550704,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00095191,0.99999999998508304,144,144,0,0,0,0,0,0,0,0,0,144,0,0,0,0
S00095192,0.99999999997630296,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095193,0.99999999999745504,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00095194,1.00000000000088,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00095195,0.99999999999596001,112,112,0,0,0,0,0,0,0,0,0,112,0,0,0,0
S00095196,1.0000000000199101,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095197,1.0000000000032501,150,149,0,0,0,1,0,0,0,0,0,149,0,1,0,0
S00095198,1.0000000000067499,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00095199,1.0000000000081499,74,73,0,0,0,0,0,0,1,0,0,73,0,1,0,0
S00095200,0.99999999998964795,84,80,0,0,0,0,0,0,4,0,0,80,0,4,0,0
S00095201,0.99999999959198504,129,127,0,1,0,1,0,0,0,0,0,127,0,1,1,0
S00095202,1.00000000000355,137,135,0,0,0,0,0,0,1,1,0,135,1,1,0,0
S00095203,1.0000000000175799,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00095204,1.00000000001746,108,107,0,0,0,0,0,0,0,1,0,107,1,0,0,0
S00095205,1.0000000000004701,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00095206,1.0000000000050899,73,73,0,0,0,0,0,0,0,0,0,73,0,0,0,0
S00095207,0.99999999997240197,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00095208,1.0000000000001801,68,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0
S00095209,1.0000000001020699,136,135,0,1,0,0,0,0,0,0,0,135,0,0,1,0
S00095210,0.99999999999498801,69,68,0,0,0,0,1,0,0,0,0,68,0,1,0,0
S00095211,0.99999999993876498,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00095212,0.99999999982769205,95,93,0,1,0,0,0,0,0,0,1,93,0,0,1,1
S00095213,0.999999999529955,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00095214,0.99999999999213196,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00095215,1.0000000000065099,111,110,0,0,1,0,0,0,0,0,0,110,0,1,0,0
S00095216,0.99999999999563804,113,113,0,0,0,0,0,0,0,0,0,113,0,0,0,0
S00095217,1.00000000025894,142,141,0,0,0,0,1,0,0,0,0,141,0,1,0,0
S00095218,1.0000000000001401,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00095219,1.0000000000007201,156,153,0,1,0,2,0,0,0,0,0,153,0,2,1,0
S00095220,0.99999999999404598,57,56,0,0,0,0,0,0,1,0,0,56,0,1,0,0
S00095221,1.00000000000107,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00095222,1.00000000015952,98,97,0,1,0,0,0,0,0,0,0,97,0,0,1,0
S00095223,0.99999999998033295,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00095224,0.99999999994531297,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0
S00095225,1.0000000000743601,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00095226,1.0000000000039,116,115,0,0,0,0,0,0,0,0,1,115,0,0,0,1
S00095227,1.0000000000020299,66,65,0,0,0,0,0,0,0,0,1,65,0,0,0,1
S00095228,0.99999999998944999,79,78,0,1,0,0,0,0,0,0,0,78,0,0,1,0
S00095229,0.999999999725246,79,78,0,1,0,0,0,0,0,0,0,78,0,0,1,0
S00095230,0.99999999999077305,71,70,0,0,1,0,0,0,0,0,0,70,0,1,0,0
S00095231,0.99999999993470401,69,68,0,0,0,0,0,0,0,1,0,68,1,0,0,0
S00095232,0.99999999998056299,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0
S00095233,0.99999999999974098,115,112,0,1,0,0,0,0,0,0,2,112,0,0,1,2
S00095234,0.99999999999948697,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00095235,0.999999999975557,177,175,0,0,0,0,0,0,2,0,0,175,0,2,0,0
S00095236,0.999999999999856,109,102,0,5,1,0,0,0,0,1,0,102,1,1,5,0
S00095237,1.0000000000009499,98,97,0,0,0,0,0,0,1,0,0,97,0,1,0,0
S00095238,1.0000000000006,105,103,0,0,0,2,0,0,0,0,0,103,0,2,0,0
S00095271,1.0000000000940901,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00095272,0.99999999999642997,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00095273,1.00000000000084,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00095274,1.0000000000426199,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00095275,0.99999999999982203,152,152,0,0,0,0,0,0,0,0,0,152,0,0,0,0
S00095276,1.0000000000007301,146,142,0,0,0,0,0,1,0,3,0,142,3,1,0,0
S00095277,1.0000000001073499,120,119,0,0,0,0,0,0,0,1,0,119,1,0,0,0
S00095278,1.0000000000006699,118,113,0,3,0,0,0,0,1,1,0,113,1,1,3,0
S00095279,0.999999999998327,112,112,0,0,0,0,0,0,0,0,0,112,0,0,0,0
S00095280,0.999999999975696,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00095281,1.0000000000165301,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00095282,0.99999999998620304,135,135,0,0,0,0,0,0,0,0,0,135,0,0,0,0
S00095283,1.0000000001379199,124,122,0,0,0,0,0,2,0,0,0,122,0,2,0,0
S00095284,0.99999999997858302,102,98,0,0,3,0,0,0,0,1,0,98,1,3,0,0
S00095285,0.99999999999467204,71,66,0,0,3,0,0,0,0,2,0,66,2,3,0,0
S00095286,1.00000000018777,121,118,0,2,0,0,0,0,1,0,0,118,0,1,2,0
S00095287,0.999999999996249,94,81,0,0,0,4,0,2,3,4,0,81,4,9,0,0
S00095288,0.99999999999859801,118,108,0,2,1,0,0,4,1,2,0,108,2,6,2,0
S00095289,0.99999999999119304,143,130,0,1,2,1,0,1,0,8,0,130,8,4,1,0
S00095290,0.99999999994713196,77,76,0,0,0,0,0,0,0,1,0,76,1,0,0,0
S00095291,1.0000000000023901,124,121,0,0,0,0,0,0,0,3,0,121,3,0,0,0
S00095292,0.99999999991991295,131,127,0,0,3,0,0,0,0,1,0,127,1,3,0,0
S00095293,1.0000000000076299,65,62,0,1,0,0,0,1,1,0,0,62,0,2,1,0
S00095294,0.99999999999398903,52,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0
S00095295,0.99999999999923395,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00095296,1.00000000000418,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00095297,1.00000000003281,53,52,0,0,0,0,0,0,0,1,0,52,1,0,0,0
S00095298,0.99999999999426603,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00095299,1.0000000000042799,110,106,0,0,2,0,0,2,0,0,0,106,0,4,0,0
S00095300,0.99999999998515399,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00095301,1.00000000000061,154,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0
S00095302,0.99999999991441002,143,134,0,1,1,0,0,0,4,3,0,134,3,5,1,0
S00095303,1.00000000000556,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00095304,0.99999999999823797,70,68,0,0,1,0,0,1,0,0,0,68,0,2,0,0
S00095305,1.000000000005,133,133,0,0,0,0,0,0,0,0,0,133,0,0,0,0
S00095306,1.0000000000174201,86,85,0,0,0,0,0,0,0,1,0,85,1,0,0,0
S00095307,0.99999999999733702,113,112,0,0,0,0,0,0,0,1,0,112,1,0,0,0
S00095308,0.999999999994447,120,119,0,1,0,0,0,0,0,0,0,119,0,0,1,0
S00095309,0.99999999995209099,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00095310,1.00000002519958,90,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0
S00095311,1.0000000000040401,110,108,0,1,0,1,0,0,0,0,0,108,0,1,1,0
S00095312,0.99999999996014899,127,126,0,0,0,0,0,0,1,0,0,126,0,1,0,0
S00095313,1.0000000001895999,127,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0
S00095314,1.0000000000034199,130,130,0,0,0,0,0,0,0,0,0,130,0,0,0,0
S00095315,0.99999999993484201,104,100,0,1,0,0,0,0,0,3,0,100,3,0,1,0
S00095316,0.99999999995667999,141,140,0,0,0,0,0,0,1,0,0,140,0,1,0,0
S00095317,0.99999999999820799,112,111,0,0,1,0,0,0,0,0,0,111,0,1,0,0
S00095318,0.99999999999545897,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00095319,0.99999999999054301,56,55,0,0,0,0,0,0,0,1,0,55,1,0,0,0
S00095320,0.99999999999776501,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00095321,0.99999999995395095,97,93,0,0,4,0,0,0,0,0,0,93,0,4,0,0
S00095322,0.99999999999921796,86,84,0,0,0,0,0,0,0,2,0,84,2,0,0,0
S00095323,0.99999999999455602,104,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0
S00095324,1.0000000000034499,116,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0
S00095325,1.00000000000633,106,100,0,0,0,1,0,4,0,0,1,100,0,5,0,1
S00095326,0.99999999999968503,111,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0
S00095327,0.999999999964019,95,92,0,0,0,0,0,2,0,1,0,92,1,2,0,0
S00095328,0.99999999999533296,80,75,0,0,0,0,0,0,4,0,1,75,0,4,0,1
S00095329,0.99999999998845102,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00095330,0.99999999999058098,140,137,0,0,1,0,0,2,0,0,0,137,0,3,0,0
