ethn..geo_code,ethn..total_persons,ethn..ethnic_group_e_s_w_white_english_welsh_scottish_northern_irish_british_unit_persons,ethn..ethnic_group_e_s_w_white_irish_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_white_other_white_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_caribbean_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_african_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_asian_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_other_mixed_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_african_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_caribbean_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_other_black_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_arab_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
W00000784,201,194,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0
W00000785,255,245,3,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,1,248,0,3,2,2
W00000786,348,288,8,0,29,1,0,2,4,2,0,0,3,9,1,0,0,0,1,325,1,14,7,1
W00000787,287,278,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,1,0
W00000788,252,219,0,0,14,2,4,0,0,5,0,2,0,0,1,0,4,1,0,233,5,7,6,1
W00000789,343,252,2,0,69,2,3,3,0,1,1,0,0,4,2,0,0,4,0,323,2,6,8,4
W00000790,239,209,2,0,24,2,0,0,0,0,0,0,0,0,1,0,0,1,0,235,1,0,2,1
W00000791,284,240,0,0,21,4,2,2,0,0,0,1,6,5,1,1,0,0,1,261,2,12,8,1
W00000792,215,205,4,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,212,0,1,2,0
W00000793,299,294,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298,0,0,1,0
W00000794,300,295,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,298,0,0,2,0
W00000795,320,311,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0
W00000796,286,281,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,3,0
W00000797,309,304,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,304,0,4,0,1
W00000798,395,386,4,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,392,1,0,2,0
W00000799,308,290,2,0,5,1,3,0,1,0,0,6,0,0,0,0,0,0,0,297,0,6,5,0
W00000800,617,598,0,0,1,1,1,0,2,1,7,1,3,1,1,0,0,0,0,599,1,13,4,0
W00000801,265,254,0,3,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,258,0,6,1,0
W00000802,395,357,6,1,13,5,0,2,1,3,4,0,0,1,0,2,0,0,0,377,2,8,8,0
W00000803,298,291,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,296,0,2,0,0
W00000804,336,331,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,335,0,1,0,0
W00000805,288,275,3,2,2,0,0,1,0,0,4,0,0,0,0,0,0,1,0,282,0,4,1,1
W00000806,252,242,0,0,1,0,1,0,1,0,0,3,0,1,1,1,0,0,1,243,2,4,2,1
W00000807,260,253,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,256,0,3,1,0
W00000808,260,257,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,257,0,1,2,0
W00000809,335,324,1,0,0,1,1,0,0,0,0,1,2,0,5,0,0,0,0,325,5,3,2,0
W00000810,277,268,0,3,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,273,2,2,0,0
W00000811,273,263,2,0,0,1,0,1,0,3,0,0,0,0,3,0,0,0,0,265,3,3,2,0
W00000812,269,244,1,4,3,0,0,1,0,0,0,8,8,0,0,0,0,0,0,252,0,16,1,0
W00000813,322,307,3,0,5,0,0,4,1,0,1,0,0,1,0,0,0,0,0,315,0,2,5,0
W00000814,353,336,1,0,5,1,1,2,0,0,3,0,0,4,0,0,0,0,0,342,0,7,4,0
W00000815,268,261,3,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,264,0,3,1,0
W00000816,257,248,1,0,2,0,0,3,0,0,0,0,0,1,2,0,0,0,0,251,2,1,3,0
W00000817,254,246,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,250,0,3,1,0
W00000818,236,230,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,234,0,0,2,0
W00000819,291,281,0,1,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,289,0,1,1,0
W00000820,230,218,1,0,1,0,0,3,0,1,5,0,0,1,0,0,0,0,0,220,0,7,3,0
W00000821,274,258,3,0,5,1,1,1,0,0,0,4,0,1,0,0,0,0,0,266,0,5,3,0
W00000822,245,240,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,244,0,0,0,1
W00000823,271,256,1,0,8,0,0,0,0,1,0,0,2,2,0,0,0,0,1,265,0,5,0,1
W00000824,267,242,4,0,4,5,0,3,2,5,0,0,0,1,0,0,0,1,0,250,0,6,10,1
W00000825,449,420,6,0,9,1,0,3,4,1,0,0,0,0,2,0,0,3,0,435,2,1,8,3
W00000826,249,243,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0
W00000827,282,265,2,0,4,3,0,1,1,1,0,0,2,2,0,1,0,0,0,271,1,5,5,0
W00000828,214,206,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,212,0,2,0,0
W00000829,311,300,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,306,0,5,0,0
W00000830,275,258,2,0,6,0,0,0,2,0,0,0,4,0,2,0,0,1,0,266,2,4,2,1
W00000831,224,218,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,221,0,1,2,0
W00000832,242,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,241,0,0,0,1
W00000833,247,239,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,243,0,0,2,2
W00000834,288,281,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,283,1,1,3,0
W00000835,263,256,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,257,0,1,5,0
W00000836,209,173,3,0,12,0,0,0,2,0,0,0,1,4,0,0,0,14,0,188,0,5,2,14
W00000837,241,234,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,238,0,1,1,1
W00000838,310,279,2,0,6,0,0,2,3,6,0,0,2,1,1,0,1,7,0,287,2,9,5,7
W00000839,256,248,1,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,249,0,3,4,0
W00000840,303,291,6,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,301,0,2,0,0
W00000841,304,290,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303,0,0,0,1
W00000842,390,374,7,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,385,1,4,0,0
W00000843,268,260,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,267,0,1,0,0
W00000844,336,318,4,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335,0,0,1,0
W00000845,256,239,1,0,1,0,1,4,0,3,2,0,0,0,0,0,0,5,0,241,0,5,5,5
W00000846,403,396,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,402,0,1,0,0
W00000847,265,255,1,0,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,262,0,1,2,0
W00000848,225,220,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,222,1,1,1,0
W00000849,358,347,0,0,2,0,0,0,3,0,0,0,2,3,0,0,0,0,1,349,0,5,3,1
W00000850,346,341,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0
W00000851,375,371,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,373,0,1,1,0
W00000852,356,343,1,0,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,350,0,1,5,0
W00000853,225,215,1,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,221,0,0,4,0
W00000854,461,437,2,0,4,6,0,0,0,1,0,0,0,5,2,0,4,0,0,443,6,6,6,0
W00000855,244,238,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,241,0,0,1,2
W00000856,274,269,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,273,0,1,0,0
W00000857,243,239,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,242,0,1,0,0
W00000858,236,232,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,234,1,1,0,0
W00000859,244,241,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,242,0,0,2,0
W00000860,269,258,1,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0,2,264,2,1,0,2
W00000861,312,306,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,308,0,1,1,2
W00000862,278,273,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,277,1,0,0,0
W00000863,354,351,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,351,0,2,1,0
W00000864,309,302,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,307,0,2,0,0
W00000865,329,327,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0
W00000866,343,341,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,342,0,0,1,0
W00000867,411,397,3,0,6,1,0,1,0,1,0,0,0,0,0,0,0,1,1,406,0,1,2,2
W00000868,255,239,3,0,5,0,0,4,0,0,0,1,2,1,0,0,0,0,0,247,0,4,4,0
W00000869,340,331,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,332,0,7,1,0
W00000870,330,319,2,0,3,1,1,0,0,0,0,0,0,0,3,1,0,0,0,324,4,0,2,0
W00000871,287,281,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,284,2,0,1,0
W00000872,402,397,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,398,0,1,2,1
W00000873,393,382,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,3,0
W00000874,325,320,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,323,0,1,1,0
W00000875,232,219,3,0,2,0,0,3,0,1,0,0,1,3,0,0,0,0,0,224,0,5,3,0
W00000876,238,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237,0,0,0,1
W00000877,290,281,0,0,4,0,0,0,1,3,1,0,0,0,0,0,0,0,0,285,0,4,1,0
W00000878,319,296,2,0,11,3,0,1,0,3,0,0,1,1,0,1,0,0,0,309,1,5,4,0
W00000879,560,539,1,0,5,1,1,3,1,0,0,0,0,0,4,0,1,4,0,545,5,0,6,4
W00000880,329,321,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,328,0,0,1,0
W00000881,288,283,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0
W00000882,233,225,2,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,229,0,2,2,0
