ethn..geo_code,ethn..total_persons,ethn..ethnic_group_white,ethn..ethnic_group_chinese,ethn..ethnic_group_irish_traveller,ethn..ethnic_group_indian,ethn..ethnic_group_pakistani,ethn..ethnic_group_bangladeshi,ethn..ethnic_group_other_asian,ethn..ethnic_group_black_caribbean,ethn..ethnic_group_black_african,ethn..ethnic_group_black_other,ethn..ethnic_group_mixed,ethn..ethnic_group_other,ethn..white_or_white_british_or_white_irish,ethn..black_or_black_british_or_black_irish,ethn..asian_or_asian_british_or_asian_irish,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
N00001184,283,272,0,0,3,0,0,4,0,0,0,3,1,272,0,7,3,1
N00001185,268,247,4,0,12,0,0,4,0,0,0,1,0,247,0,20,1,0
N00001186,267,239,11,0,4,0,0,12,0,0,0,1,0,239,0,27,1,0
N00001187,323,297,5,0,10,0,0,3,0,0,0,8,0,297,0,18,8,0
N00001188,806,776,1,1,4,1,0,7,0,0,1,8,7,777,1,13,8,7
N00001189,304,292,0,0,4,0,0,5,0,0,0,3,0,292,0,9,3,0
N00001190,278,250,0,0,4,1,1,16,1,0,0,4,1,250,1,22,4,1
N00001191,245,245,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0
N00001192,256,230,2,0,1,1,0,19,0,0,0,3,0,230,0,23,3,0
N00001193,232,222,0,0,0,0,3,5,0,0,0,0,2,222,0,8,0,2
N00001194,269,266,0,0,0,0,0,0,0,2,1,0,0,266,3,0,0,0
N00001195,184,157,1,0,0,0,0,26,0,0,0,0,0,157,0,27,0,0
N00001196,354,349,2,0,0,0,0,0,0,0,0,3,0,349,0,2,3,0
N00001197,266,249,1,1,0,0,0,8,0,4,0,0,3,250,4,9,0,3
N00001198,467,454,1,0,1,0,0,2,0,0,0,8,1,454,0,4,8,1
N00001199,194,187,1,0,1,1,0,0,1,0,1,2,0,187,2,3,2,0
N00001200,395,394,0,0,0,0,0,0,0,0,0,1,0,394,0,0,1,0
N00001201,311,301,2,0,4,0,0,4,0,0,0,0,0,301,0,10,0,0
N00001202,323,308,0,0,6,0,7,1,0,0,0,1,0,308,0,14,1,0
N00001203,315,311,0,4,0,0,0,0,0,0,0,0,0,315,0,0,0,0
N00001204,956,929,1,1,16,0,0,7,0,0,0,2,0,930,0,24,2,0
N00001205,564,547,0,0,10,0,0,6,0,0,0,1,0,547,0,16,1,0
N00001206,229,226,0,0,1,0,0,0,0,0,0,2,0,226,0,1,2,0
N00001207,400,400,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0
N00001208,339,339,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0
N00001209,254,254,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0
N00001210,332,328,0,0,0,0,1,0,0,0,0,3,0,328,0,1,3,0
N00001211,285,283,0,0,0,0,0,0,0,0,0,1,1,283,0,0,1,1
N00001212,301,300,1,0,0,0,0,0,0,0,0,0,0,300,0,1,0,0
N00001213,299,298,1,0,0,0,0,0,0,0,0,0,0,298,0,1,0,0
N00001214,289,285,0,0,0,4,0,0,0,0,0,0,0,285,0,4,0,0
N00001215,281,281,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0
N00001216,406,399,0,4,0,0,1,0,0,0,0,2,0,403,0,1,2,0
N00001217,413,410,0,0,0,1,0,0,0,1,0,0,1,410,1,1,0,1
N00001218,279,278,0,0,1,0,0,0,0,0,0,0,0,278,0,1,0,0
N00001219,301,297,0,0,1,0,0,0,0,3,0,0,0,297,3,1,0,0
N00001220,231,229,1,0,0,0,0,0,0,1,0,0,0,229,1,1,0,0
N00001221,258,256,0,0,0,1,0,0,0,0,0,0,1,256,0,1,0,1
N00001222,213,207,0,1,0,0,0,0,0,5,0,0,0,208,5,0,0,0
N00001223,300,299,0,0,0,0,0,0,0,1,0,0,0,299,1,0,0,0
N00001224,265,263,0,0,0,0,0,0,1,1,0,0,0,263,2,0,0,0
N00001225,242,239,0,0,0,0,0,3,0,0,0,0,0,239,0,3,0,0
N00001226,236,233,1,0,0,0,0,0,0,0,0,0,2,233,0,1,0,2
N00001227,246,246,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0
N00001228,212,211,0,0,1,0,0,0,0,0,0,0,0,211,0,1,0,0
N00001229,255,254,0,0,0,0,0,0,0,1,0,0,0,254,1,0,0,0
N00001230,298,291,0,0,0,0,0,0,0,3,0,2,2,291,3,0,2,2
N00001231,401,398,0,0,0,0,0,2,0,1,0,0,0,398,1,2,0,0
N00001232,375,375,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0
N00001233,421,416,0,0,1,0,0,0,0,1,0,0,3,416,1,1,0,3
N00001234,351,345,0,2,3,0,0,1,0,0,0,0,0,347,0,4,0,0
N00001235,953,949,0,0,0,0,0,3,0,0,1,0,0,949,1,3,0,0
N00001236,372,367,0,0,0,0,0,0,0,0,0,5,0,367,0,0,5,0
N00001237,289,288,0,0,0,0,0,0,0,0,0,1,0,288,0,0,1,0
N00001238,297,291,0,1,0,0,0,0,2,0,0,3,0,292,2,0,3,0
N00001239,313,313,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0
N00001240,1095,1088,1,1,0,0,1,0,0,0,0,2,2,1089,0,2,2,2
N00001241,352,350,0,0,0,0,0,1,0,0,0,1,0,350,0,1,1,0
N00001242,335,334,0,0,0,0,0,0,0,0,1,0,0,334,1,0,0,0
N00001243,275,275,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0
N00001244,335,334,0,0,0,0,0,0,0,0,1,0,0,334,1,0,0,0
N00001245,334,331,0,1,0,0,0,1,0,0,0,1,0,332,0,1,1,0
N00001246,608,594,5,0,2,0,0,0,0,5,0,1,1,594,5,7,1,1
N00001247,245,239,1,0,1,0,0,0,0,0,0,4,0,239,0,2,4,0
N00001248,430,429,0,0,0,0,0,0,0,0,0,1,0,429,0,0,1,0
N00001249,403,399,1,0,0,0,0,1,0,0,0,1,1,399,0,2,1,1
N00001250,463,458,2,0,0,0,0,0,0,0,0,2,1,458,0,2,2,1
N00001251,327,305,0,0,0,0,0,21,0,0,0,0,1,305,0,21,0,1
N00001252,321,303,0,0,0,0,0,4,0,5,0,7,2,303,5,4,7,2
N00001253,233,220,0,0,0,0,0,13,0,0,0,0,0,220,0,13,0,0
N00001254,314,313,1,0,0,0,0,0,0,0,0,0,0,313,0,1,0,0
N00001255,276,273,0,0,1,0,0,1,0,1,0,0,0,273,1,2,0,0
N00001256,262,261,0,0,0,0,0,0,0,0,0,1,0,261,0,0,1,0
N00001257,233,230,1,0,0,0,0,2,0,0,0,0,0,230,0,3,0,0
N00001258,250,245,0,0,0,0,0,0,0,5,0,0,0,245,5,0,0,0
N00001259,285,274,0,0,0,0,0,10,0,0,0,1,0,274,0,10,1,0
N00001260,363,354,0,0,0,0,0,0,0,2,0,6,1,354,2,0,6,1
N00001261,249,248,0,0,0,1,0,0,0,0,0,0,0,248,0,1,0,0
N00001262,389,387,0,0,0,0,0,1,0,0,0,1,0,387,0,1,1,0
N00001263,289,282,6,0,0,0,0,0,0,0,1,0,0,282,1,6,0,0
N00001264,204,202,0,0,1,0,1,0,0,0,0,0,0,202,0,2,0,0
N00001265,971,799,6,6,135,5,1,7,0,7,0,5,0,805,7,154,5,0
N00001266,188,188,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0
N00001267,322,315,0,0,1,0,0,2,0,0,0,4,0,315,0,3,4,0
N00001268,283,283,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0
N00001269,522,482,3,0,17,2,0,0,0,7,0,11,0,482,7,22,11,0
N00001270,278,268,1,0,7,0,0,2,0,0,0,0,0,268,0,10,0,0
N00001271,1514,1426,10,0,39,0,3,11,1,16,1,7,0,1426,18,63,7,0
N00001272,222,204,0,0,1,1,0,5,0,5,0,6,0,204,5,7,6,0
N00001273,221,215,1,0,5,0,0,0,0,0,0,0,0,215,0,6,0,0
N00001274,238,237,0,0,0,0,0,0,0,0,0,1,0,237,0,0,1,0
N00001275,210,210,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0
N00001276,218,217,1,0,0,0,0,0,0,0,0,0,0,217,0,1,0,0
N00001277,266,257,4,0,0,0,1,2,0,0,0,1,1,257,0,7,1,1
N00001278,291,284,5,0,0,0,0,0,0,1,0,1,0,284,1,5,1,0
N00001279,168,163,2,0,1,0,0,0,0,0,0,2,0,163,0,3,2,0
N00001280,213,210,2,0,0,0,0,0,1,0,0,0,0,210,1,2,0,0
N00001281,334,329,4,0,0,0,0,0,0,0,0,0,1,329,0,4,0,1
N00001282,330,320,5,1,0,0,0,1,0,0,1,2,0,321,1,6,2,0
N00001283,338,333,1,0,0,0,0,1,0,0,0,3,0,333,0,2,3,0
N00001284,352,341,7,1,1,0,0,0,0,0,0,1,1,342,0,8,1,1
N00001285,331,327,0,0,0,1,0,1,0,0,0,1,1,327,0,2,1,1
N00001286,348,348,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0
N00001287,295,293,0,0,0,0,0,0,1,0,0,1,0,293,1,0,1,0
N00001288,289,288,0,0,0,0,0,0,0,0,0,1,0,288,0,0,1,0
N00001289,288,285,0,0,0,0,0,0,0,0,0,1,2,285,0,0,1,2
N00001290,318,312,0,0,0,0,0,5,0,0,0,0,1,312,0,5,0,1
N00001291,344,338,0,0,0,0,0,0,0,6,0,0,0,338,6,0,0,0
N00001292,878,868,0,1,0,0,1,0,1,1,0,6,0,869,2,1,6,0
N00001293,358,358,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0
N00001294,335,332,0,0,0,0,0,0,0,3,0,0,0,332,3,0,0,0
N00001295,312,311,0,0,0,0,0,0,0,0,0,0,1,311,0,0,0,1
N00001296,273,272,0,0,0,0,0,1,0,0,0,0,0,272,0,1,0,0
N00001297,384,377,0,0,3,0,0,1,0,0,1,2,0,377,1,4,2,0
N00001298,394,375,0,0,2,0,0,2,0,0,7,8,0,375,7,4,8,0
N00001299,319,318,0,0,0,0,0,0,0,0,0,1,0,318,0,0,1,0
N00001300,287,287,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0
N00001301,375,370,0,0,4,0,0,0,0,1,0,0,0,370,1,4,0,0
N00001302,745,741,1,0,0,0,0,2,0,0,0,1,0,741,0,3,1,0
N00001303,333,327,0,1,3,0,0,2,0,0,0,0,0,328,0,5,0,0
N00001304,322,322,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0
N00001305,325,323,0,0,0,0,0,2,0,0,0,0,0,323,0,2,0,0
N00001306,214,210,0,0,0,0,0,1,2,0,0,1,0,210,2,1,1,0
N00001307,321,321,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0
N00001308,486,461,6,0,0,0,0,10,1,4,0,4,0,461,5,16,4,0
N00001309,368,351,0,0,4,0,0,2,0,0,0,10,1,351,0,6,10,1
N00001310,981,943,8,0,17,3,0,5,0,2,0,3,0,943,2,33,3,0
N00001311,326,309,0,0,0,0,0,4,0,13,0,0,0,309,13,4,0,0
N00001312,654,625,0,1,10,0,0,11,0,0,0,5,2,626,0,21,5,2
N00001313,417,355,0,0,18,0,0,35,0,0,0,8,1,355,0,53,8,1
N00001314,401,358,1,1,0,0,0,30,0,11,0,0,0,359,11,31,0,0
N00001315,246,243,1,0,0,0,0,1,0,0,0,1,0,243,0,2,1,0
N00001316,352,340,0,0,0,0,0,8,0,2,2,0,0,340,4,8,0,0
N00001317,267,261,0,0,0,0,0,6,0,0,0,0,0,261,0,6,0,0
N00001318,287,273,0,1,0,3,0,0,0,5,0,4,1,274,5,3,4,1
N00001319,285,281,0,0,4,0,0,0,0,0,0,0,0,281,0,4,0,0
N00001320,253,252,0,0,0,0,0,0,0,0,0,1,0,252,0,0,1,0
N00001321,274,270,0,1,0,0,0,1,0,0,0,2,0,271,0,1,2,0
N00001322,274,270,1,0,0,0,0,1,0,0,0,2,0,270,0,2,2,0
N00001323,295,291,1,0,0,0,0,0,0,1,0,2,0,291,1,1,2,0
N00001324,243,233,0,0,0,0,0,9,1,0,0,0,0,233,1,9,0,0
N00001325,1263,1211,7,1,12,0,0,8,0,6,0,12,6,1212,6,27,12,6
N00001326,360,345,1,0,5,0,0,1,1,0,0,6,1,345,1,7,6,1
N00001327,328,317,0,0,1,0,0,0,0,0,0,5,5,317,0,1,5,5
N00001328,1036,980,9,0,10,0,1,8,0,9,0,18,1,980,9,28,18,1
N00001329,281,272,5,0,0,0,0,0,0,2,0,2,0,272,2,5,2,0
N00001330,322,316,2,0,1,0,0,1,1,0,0,1,0,316,1,4,1,0
N00001331,274,272,0,0,0,0,0,0,0,0,0,2,0,272,0,0,2,0
N00001332,186,175,2,1,3,0,0,2,0,0,0,2,1,176,0,7,2,1
N00001333,337,323,4,1,1,0,0,6,0,0,0,2,0,324,0,11,2,0
N00001334,354,316,24,0,9,0,0,1,0,0,0,2,2,316,0,34,2,2
N00001335,194,182,5,0,2,0,0,1,0,0,1,3,0,182,1,8,3,0
N00001336,318,306,0,0,0,3,0,3,0,3,0,2,1,306,3,6,2,1
N00001337,302,287,1,0,1,0,0,9,0,0,0,4,0,287,0,11,4,0
N00001338,303,272,0,0,4,0,0,22,0,0,0,5,0,272,0,26,5,0
N00001339,370,324,0,0,8,0,0,33,0,2,0,0,3,324,2,41,0,3
N00001340,779,701,3,0,26,0,0,27,0,12,0,3,7,701,12,56,3,7
N00001341,329,328,0,0,0,0,0,0,0,1,0,0,0,328,1,0,0,0
N00001342,388,388,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0
N00001343,293,289,0,0,0,0,0,0,0,1,0,1,2,289,1,0,1,2
N00001344,330,328,0,0,0,0,0,0,0,0,0,2,0,328,0,0,2,0
N00001345,250,249,0,0,0,0,0,0,0,1,0,0,0,249,1,0,0,0
N00001346,820,779,8,2,16,0,0,7,0,1,2,3,2,781,3,31,3,2
N00001347,513,503,0,1,2,1,0,1,0,0,0,0,5,504,0,4,0,5
N00001348,304,293,2,0,7,0,0,0,0,1,0,1,0,293,1,9,1,0
N00001349,248,234,2,1,6,0,0,4,0,0,0,0,1,235,0,12,0,1
N00001350,919,904,0,4,8,0,0,1,0,0,0,1,1,908,0,9,1,1
N00001351,390,386,3,0,0,0,0,0,1,0,0,0,0,386,1,3,0,0
N00001352,303,292,0,1,6,0,0,1,0,2,0,0,1,293,2,7,0,1
N00001353,358,354,1,0,1,0,0,0,0,2,0,0,0,354,2,2,0,0
N00001354,756,736,0,5,3,1,0,2,0,1,0,2,6,741,1,6,2,6
N00001355,287,281,0,1,5,0,0,0,0,0,0,0,0,282,0,5,0,0
N00001356,280,276,0,0,0,0,0,1,0,0,0,1,2,276,0,1,1,2
N00001357,155,155,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0
N00001358,344,339,0,0,0,0,0,0,0,2,0,0,3,339,2,0,0,3
N00001359,294,290,0,0,1,0,0,0,0,2,0,1,0,290,2,1,1,0
N00001360,276,261,0,1,3,5,1,1,0,3,0,1,0,262,3,10,1,0
N00001361,295,285,4,0,0,0,0,0,0,6,0,0,0,285,6,4,0,0
N00001362,293,293,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0
N00001363,263,262,0,0,0,0,0,1,0,0,0,0,0,262,0,1,0,0
N00001364,539,518,14,0,0,0,1,1,0,0,0,4,1,518,0,16,4,1
N00001365,387,382,4,0,0,0,0,0,1,0,0,0,0,382,1,4,0,0
N00001366,252,246,0,0,3,0,0,0,0,0,1,2,0,246,1,3,2,0
N00001367,353,349,4,0,0,0,0,0,0,0,0,0,0,349,0,4,0,0
N00001368,295,294,0,0,0,0,0,0,0,0,0,1,0,294,0,0,1,0
N00001369,365,357,1,0,0,1,0,0,0,0,0,5,1,357,0,2,5,1
N00001370,369,368,0,0,0,0,0,1,0,0,0,0,0,368,0,1,0,0
N00001371,313,312,1,0,0,0,0,0,0,0,0,0,0,312,0,1,0,0
N00001372,584,572,7,0,3,0,0,0,0,0,0,1,1,572,0,10,1,1
N00001373,293,291,0,0,0,0,0,0,0,0,1,1,0,291,1,0,1,0
N00001374,297,293,0,0,0,0,0,1,0,1,0,2,0,293,1,1,2,0
N00001375,338,331,0,0,0,0,0,1,0,0,0,4,2,331,0,1,4,2
N00001376,191,182,4,0,3,0,0,0,1,0,0,1,0,182,1,7,1,0
N00001377,276,276,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0
N00001378,258,256,0,0,0,0,0,0,0,0,0,1,1,256,0,0,1,1
N00001379,246,246,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0
N00001380,381,371,1,0,0,0,0,0,0,4,0,5,0,371,4,1,5,0
N00001381,395,377,1,0,2,0,3,1,2,1,1,3,4,377,4,7,3,4
N00001382,316,310,0,0,0,0,0,3,0,0,0,2,1,310,0,3,2,1
N00001383,344,343,0,1,0,0,0,0,0,0,0,0,0,344,0,0,0,0
N00001384,287,281,0,0,4,0,0,1,0,0,0,1,0,281,0,5,1,0
N00001385,359,351,1,0,0,0,0,6,0,0,0,1,0,351,0,7,1,0
N00001386,532,520,0,0,2,2,0,0,0,1,0,5,2,520,1,4,5,2
N00001387,263,250,1,0,5,0,0,1,0,0,0,3,3,250,0,7,3,3
N00001388,270,262,0,1,0,0,0,0,0,4,0,3,0,263,4,0,3,0
N00001389,188,181,0,0,2,0,0,1,1,0,0,2,1,181,1,3,2,1
N00001390,287,287,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0
N00001391,286,275,0,0,2,0,0,0,0,5,0,3,1,275,5,2,3,1
N00001392,263,255,1,0,0,0,0,1,0,1,0,5,0,255,1,2,5,0
N00001393,269,266,1,0,0,0,0,0,0,1,0,1,0,266,1,1,1,0
N00001394,284,279,1,0,0,0,0,1,0,0,0,3,0,279,0,2,3,0
N00001395,277,273,1,0,1,0,0,0,0,1,0,1,0,273,1,2,1,0
N00001396,607,587,1,1,5,0,0,4,0,5,0,3,1,588,5,10,3,1
N00001397,183,178,0,0,0,0,0,1,0,1,0,3,0,178,1,1,3,0
N00001398,250,246,0,0,4,0,0,0,0,0,0,0,0,246,0,4,0,0
N00001399,889,870,9,0,2,0,0,6,0,0,0,2,0,870,0,17,2,0
N00001400,330,325,0,0,0,0,0,0,0,0,0,0,5,325,0,0,0,5
N00001401,851,780,42,1,7,0,0,11,0,1,0,8,1,781,1,60,8,1
N00001402,652,627,9,0,11,1,0,0,0,2,0,2,0,627,2,21,2,0
N00001403,377,358,12,0,3,0,0,0,0,1,0,0,3,358,1,15,0,3
N00001404,706,669,8,5,0,1,0,1,0,15,1,4,2,674,16,10,4,2
N00001405,235,233,1,0,0,0,0,0,0,1,0,0,0,233,1,1,0,0
N00001406,216,213,0,0,1,0,0,0,0,0,0,2,0,213,0,1,2,0
N00001407,256,250,0,0,3,0,0,0,0,0,0,2,1,250,0,3,2,1
N00001408,467,460,1,0,0,0,0,2,0,0,0,4,0,460,0,3,4,0
N00001409,292,283,0,0,1,0,0,1,0,0,0,4,3,283,0,2,4,3
N00001410,294,286,4,0,0,0,0,0,0,0,2,2,0,286,2,4,2,0
N00001411,280,274,1,0,0,1,1,1,0,0,0,1,1,274,0,4,1,1
N00001412,164,158,2,1,0,0,0,0,0,1,1,1,0,159,2,2,1,0
N00001413,277,271,1,0,5,0,0,0,0,0,0,0,0,271,0,6,0,0
N00001414,278,273,4,0,0,0,0,0,0,1,0,0,0,273,1,4,0,0
N00001415,275,272,1,0,0,0,0,0,0,1,0,1,0,272,1,1,1,0
N00001416,947,644,25,0,261,1,0,8,0,2,1,1,4,644,3,295,1,4
N00001417,277,271,0,0,0,0,0,0,0,1,0,4,1,271,1,0,4,1
N00001418,662,595,9,0,46,0,0,6,0,6,0,0,0,595,6,61,0,0
N00001419,248,235,0,0,11,0,0,0,0,2,0,0,0,235,2,11,0,0
N00001420,243,211,16,0,3,0,0,0,0,6,0,6,1,211,6,19,6,1
N00001421,1333,1151,70,0,41,0,0,43,0,6,1,16,5,1151,7,154,16,5
N00001422,200,171,24,0,0,0,0,0,0,4,0,0,1,171,4,24,0,1
N00001423,445,391,51,0,0,0,0,3,0,0,0,0,0,391,0,54,0,0
N00001424,223,202,5,0,0,0,6,7,0,1,1,0,1,202,2,18,0,1
N00001425,267,234,25,0,0,0,0,1,0,3,0,4,0,234,3,26,4,0
N00001426,229,221,2,0,0,0,0,0,0,1,0,2,3,221,1,2,2,3
N00001427,251,251,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0
N00001428,279,277,0,0,0,0,0,0,0,1,0,0,1,277,1,0,0,1
N00001429,1073,937,34,0,23,0,4,49,0,6,0,10,10,937,6,110,10,10
N00001430,262,258,2,0,0,0,0,0,0,0,0,0,2,258,0,2,0,2
N00001431,326,326,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0
N00001432,281,281,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0
N00001433,254,247,5,0,0,0,1,0,1,0,0,0,0,247,1,6,0,0
N00001434,302,301,0,0,0,0,0,0,1,0,0,0,0,301,1,0,0,0
N00001435,233,233,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0
N00001436,301,298,0,1,1,0,0,0,0,0,0,0,1,299,0,1,0,1
N00001437,201,201,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0
N00001438,291,283,0,0,0,0,0,5,0,0,0,3,0,283,0,5,3,0
N00001439,270,249,16,1,0,0,0,0,0,1,1,1,1,250,2,16,1,1
N00001440,251,246,2,0,0,0,0,1,0,0,0,2,0,246,0,3,2,0
N00001441,282,266,0,0,1,0,0,6,0,1,0,7,1,266,1,7,7,1
N00001442,347,344,0,0,0,0,0,0,0,0,0,2,1,344,0,0,2,1
N00001443,209,207,1,0,0,0,0,0,0,0,0,1,0,207,0,1,1,0
N00001444,268,268,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0
N00001445,371,368,0,0,0,0,0,1,0,0,0,2,0,368,0,1,2,0
N00001446,304,304,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0
N00001447,315,306,3,0,0,0,0,3,0,1,0,2,0,306,1,6,2,0
N00001448,350,350,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0
N00001449,323,317,1,0,0,0,0,0,4,0,0,0,1,317,4,1,0,1
N00001450,263,260,0,0,0,1,0,0,0,0,0,0,2,260,0,1,0,2
N00001451,248,239,0,0,1,0,8,0,0,0,0,0,0,239,0,9,0,0
N00001452,324,323,0,0,0,0,0,0,0,1,0,0,0,323,1,0,0,0
N00001453,372,368,0,0,0,0,0,0,0,0,0,3,1,368,0,0,3,1
N00001454,319,316,0,0,2,0,0,0,0,0,1,0,0,316,1,2,0,0
N00001455,261,261,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0
N00001456,334,331,3,0,0,0,0,0,0,0,0,0,0,331,0,3,0,0
N00001457,318,313,0,0,1,0,4,0,0,0,0,0,0,313,0,5,0,0
N00001458,376,370,0,0,0,0,0,3,0,0,0,0,3,370,0,3,0,3
N00001459,471,412,50,0,1,0,0,4,0,1,0,2,1,412,1,55,2,1
N00001460,599,587,0,0,4,0,0,0,0,0,0,6,2,587,0,4,6,2
N00001461,317,307,5,1,0,4,0,0,0,0,0,0,0,308,0,9,0,0
N00001462,357,343,5,0,4,0,0,0,0,1,0,2,2,343,1,9,2,2
N00001463,385,380,1,0,3,0,0,0,0,0,0,1,0,380,0,4,1,0
N00001464,345,305,14,0,5,0,4,7,0,0,0,6,4,305,0,30,6,4
N00001465,422,407,0,0,3,9,0,0,0,0,0,0,3,407,0,12,0,3
N00001466,280,259,5,5,0,3,0,3,0,1,1,2,1,264,2,11,2,1
N00001467,1504,1361,73,1,5,4,1,29,1,5,1,16,7,1362,7,112,16,7
N00001468,283,265,8,0,2,0,0,0,1,7,0,0,0,265,8,10,0,0
N00001469,246,230,3,0,6,0,2,0,0,3,0,2,0,230,3,11,2,0
N00001470,348,332,13,0,0,0,0,0,0,2,0,1,0,332,2,13,1,0
N00001471,493,480,7,0,1,0,0,0,0,4,0,1,0,480,4,8,1,0
N00001472,891,862,0,0,11,4,0,3,0,2,0,8,1,862,2,18,8,1
N00001473,426,390,9,0,7,0,5,4,0,0,0,7,4,390,0,25,7,4
N00001474,347,337,5,0,4,0,0,0,0,1,0,0,0,337,1,9,0,0
N00001475,302,285,2,1,10,0,0,0,0,2,0,2,0,286,2,12,2,0
N00001476,277,254,5,0,0,0,0,7,0,0,0,10,1,254,0,12,10,1
N00001477,271,252,2,0,1,0,3,3,1,0,0,4,5,252,1,9,4,5
N00001478,301,275,16,0,7,0,0,1,0,0,0,2,0,275,0,24,2,0
N00001479,344,324,8,0,10,0,0,0,0,0,0,1,1,324,0,18,1,1
N00001480,477,470,0,0,1,1,0,0,0,2,0,3,0,470,2,2,3,0
N00001481,229,221,0,0,0,0,2,0,0,2,1,2,1,221,3,2,2,1
N00001482,307,291,6,0,2,1,0,0,1,2,3,0,1,291,6,9,0,1
N00001483,254,240,3,0,6,3,0,2,0,0,0,0,0,240,0,14,0,0
N00001484,213,209,0,0,0,0,0,0,0,0,0,0,4,209,0,0,0,4
N00001485,248,238,0,0,2,3,0,0,0,0,1,4,0,238,1,5,4,0
N00001486,358,333,10,0,9,0,0,0,1,0,0,5,0,333,1,19,5,0
N00001487,298,298,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0
N00001488,277,268,4,0,4,0,0,0,0,0,0,1,0,268,0,8,1,0
N00001489,293,287,1,0,4,1,0,0,0,0,0,0,0,287,0,6,0,0
N00001490,196,191,0,0,2,0,0,0,1,0,0,2,0,191,1,2,2,0
N00001491,250,248,0,0,0,0,0,1,0,0,0,1,0,248,0,1,1,0
N00001492,226,222,0,0,0,0,0,0,0,0,1,2,1,222,1,0,2,1
N00001493,260,257,3,0,0,0,0,0,0,0,0,0,0,257,0,3,0,0
N00001494,198,191,0,0,0,0,0,7,0,0,0,0,0,191,0,7,0,0
N00001495,288,278,0,0,0,0,0,9,0,0,0,0,1,278,0,9,0,1
N00001496,266,254,0,0,2,0,0,2,1,0,1,6,0,254,2,4,6,0
N00001497,236,222,4,0,4,0,0,5,0,0,0,1,0,222,0,13,1,0
N00001498,460,450,1,0,4,0,0,0,0,3,0,1,1,450,3,5,1,1
N00001499,335,314,12,0,1,0,0,1,0,0,0,6,1,314,0,14,6,1
N00001500,214,192,2,0,4,0,1,1,0,2,2,9,1,192,4,8,9,1
N00001501,497,486,6,0,0,0,0,0,0,2,0,2,1,486,2,6,2,1
N00001502,409,402,1,0,0,0,0,0,0,4,0,2,0,402,4,1,2,0
N00001503,204,198,2,0,0,0,0,1,0,1,0,1,1,198,1,3,1,1
N00001504,272,263,1,0,0,0,0,4,0,4,0,0,0,263,4,5,0,0
N00001505,473,460,0,0,1,0,0,0,0,7,0,5,0,460,7,1,5,0
N00001506,239,226,0,1,6,0,0,1,0,5,0,0,0,227,5,7,0,0
N00001507,254,247,1,0,0,0,0,1,0,4,0,1,0,247,4,2,1,0
N00001508,466,442,1,0,0,0,1,6,0,5,7,0,4,442,12,8,0,4
N00001509,385,364,1,0,2,0,0,7,0,0,0,8,3,364,0,10,8,3
N00001510,215,207,0,0,0,0,0,2,0,4,0,2,0,207,4,2,2,0
N00001511,638,624,1,3,0,0,0,8,0,1,0,1,0,627,1,9,1,0
N00001512,294,285,1,0,0,0,0,2,1,1,0,3,1,285,2,3,3,1
N00001513,236,231,0,0,0,0,0,0,0,1,0,4,0,231,1,0,4,0
N00001514,249,227,10,0,3,0,0,4,0,1,3,1,0,227,4,17,1,0
N00001515,351,337,0,0,6,7,0,0,0,0,0,0,1,337,0,13,0,1
N00001516,275,271,2,0,0,0,0,0,0,0,0,2,0,271,0,2,2,0
